1	0.002095229649634
2	0.0009180433101545
3	0.0007948314209405
4	0.0007093651731962
5	0.0006373206386592
6	0.0006279544745228
7	0.0006295935532467
8	0.0005775457791409
9	0.0005695658072967
10	0.0005533623433408
11	0.0005344052271288
12	0.0005264814522694
13	0.0005104091146114
14	0.0005187918315134
15	0.0005076460961912
16	0.0004769250778239
17	0.0004663975093346
18	0.0004936343146432
19	0.0004923136854999
20	0.0004525074879204
21	0.0007358901500304
22	0.0003995511958933
23	0.0004035224494872
24	0.0003889299657627
25	0.0003475315202799
26	0.0003414341474272
27	0.0003434478727165
28	0.0003308222834607
29	0.0003100574975703
30	0.0003061705394537
31	0.0002934419223924
32	0.0002914000986107
33	0.0002894051056496
34	0.0002770136704972
35	0.0002833451974534
36	0.0002767139532448
37	0.0002543475532872
38	0.000266767086932
39	0.0002745129046728
40	0.0002810130225834
41	0.0005725536136562
42	0.0720192739922771
